"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"31037" "2270004046" "PM25-PRI" 0.01 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Lawn & Garden Equipt /Front Mowers (Commercial)" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Front Mowers (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"17091" "30800721" "PM25-PRI" 0.07 "POINT" 2002 "Point" "Fiberglass Resin Products /Gel Coat: Manual Application" "Industrial Processes - NEC" "" "" "Industrial Processes" "Rubber and Miscellaneous Plastics Products" "Fiberglass Resin Products" "Gel Coat: Manual Application" NA NA "" "8/23/2007 0:00:00" ""
"17173" "220102033B" "PM25-PRI" 0.0051745452 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Urban Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"16037" "2801500350" "PM25-PRI" 0 "NONPOINT" 2002 "Nonpoint" "Agric - Crops /Field Burning - whole field set on fire /Orchard Crop is Cherry" "Fires - Agricultural Field Burning" "" "" "Miscellaneous Area Sources" "Agriculture Production - Crops - as nonpoint" "Agricultural Field Burning - whole field set on fire" "Orchard Crop is Cherry" NA NA "" "4/15/2010 0:00:00" ""
"72139" "223007325B" "PM25-PRI" 0.0025265379808843 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Other Freeways & Expressways: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Freeways and Expressways: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"20113" "220100111X" "PM25-PRI" 0.42 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Interstate: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"51053" "223006021B" "PM25-PRI" 0.000457181307865525 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Local: Brake Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48415" "2265004016" "PM25-PRI" 0.000182399 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Rotary Tillers < 6 HP (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"01101" "2275020000" "PM25-PRI" 2.46 "POINT" 2005 "Point" "Aircraft /Commercial Aircraft /Total: All Types" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "Commercial Aircraft" "Total: All Types" NA NA "" "" ""
"51071" "2260003030" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"32001" "220100121T" "PM25-PRI" 0.1 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39097" "2265003060" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /AC\Refrigeration" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "AC\Refrigeration" NA NA "12/10/1999 0:00:00" "" ""
"39173" "2270002081" "PM25-PRI" 0.246269 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Other Construction Equipt" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Other Construction Equipment" NA NA "" "" ""
"22011" "220100121T" "PM25-PRI" 0.06 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"46051" "2302003200" "PM25-PRI" 0.02098485 "NONPOINT" 2008 "Nonpoint" "Food & Kindred Products /Commercial Cooking - Frying /Clamshell Griddle Frying" "Commercial Cooking" "" "" "Industrial Processes" "Food and Kindred Products: SIC 20" "Commercial Cooking - Frying" "Clamshell Griddle Frying" NA NA "6/6/2003 0:00:00" "2/20/2004 0:00:00" ""
"41037" "2230073190" "PM25-PRI" 0.09 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Minor Collector: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"20007" "2265004040" "PM25-PRI" 0.000899547670996981 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Rear Engine Riding Mowers (Residential)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)" NA NA "" "12/10/1999 0:00:00" ""
"54007" "2267006005" "PM25-PRI" 0.00147705111885443 "NON-ROAD" 2002 "Nonroad" "Off-highway LPG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"29229" "2265003030" "PM25-PRI" 0.000500712 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"23019" "220100113B" "PM25-PRI" 0.26 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Other Principal Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"06101" "223006033T" "PM25-PRI" 0.0030085555419 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Local: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"56027" "2265004040" "PM25-PRI" 0.000437607121057226 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Rear Engine Riding Mowers (Residential)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)" NA NA "" "12/10/1999 0:00:00" ""
"26149" "220104021B" "PM25-PRI" 0.03 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"08019" "223007517X" "PM25-PRI" 0.04 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Major Collector: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Major Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"29013" "2265007015" "PM25-PRI" 1.33545e-05 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 4-Stroke /Logging Equipt /Forest Equipt - Feller/Bunch/Skidder" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Forest Eqp - Feller/Bunch/Skidder" NA NA "" "12/10/1999 0:00:00" ""
"39071" "223000119X" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Collector: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"47163" "2201080110" "PM25-PRI" 0.00202044 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Interstate: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Total" NA NA "" "" ""
"48495" "220100129T" "PM25-PRI" 0.00368181097934242 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19033" "2260002039" "PM25-PRI" 1.17 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Construction & Mining Equipt /Concrete/Industrial Saws" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Concrete/Industrial Saws" NA NA "" "" ""
"06099" "223007229X" "PM25-PRI" 4.21 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Minor Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"22019" "30119741" "PM25-PRI" 11.781 "POINT" 1999 "Point" "Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Ethylene: Flue Gas Vent" "Industrial Processes - Chemical Manuf" "" "" "Industrial Processes" "Chemical Manufacturing" "Butylene, Ethylene, Propylene, Olefin Production" "Ethylene: Flue Gas Vent" NA NA "" "" ""
"21089" "2810030000" "PM25-PRI" 0.39 "NONPOINT" 2002 "Nonpoint" "Structure Fires /Unspecified" "Miscellaneous Non-Industrial NEC" "" "" "Miscellaneous Area Sources" "Other Combustion" "Structure Fires" "Unspecified" NA NA "" "7/27/2008 0:00:00" ""
"46067" "2270002057" "PM25-PRI" 0.0116995 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Rough Terrain Forklifts" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rough Terrain Forklifts" NA NA "" "" ""
"34001" "2265005015" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Agricultural Tractors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Agricultural Tractors" NA NA "" "" ""
"34013" "10200501" "PM25-PRI" 0.04 "POINT" 2005 "Point" "Ext Comb /Industrial /Distillate Oil /Grades 1 and 2 Oil" "Fuel Comb - Industrial Boilers, ICEs - Oil" "" "" "External Combustion Boilers" "Industrial" "Distillate Oil" "Grades 1 and 2 Oil" NA NA "" "" ""
"35007" "220100131B" "PM25-PRI" 0.02 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17021" "223007531T" "PM25-PRI" 0.000290377216515479 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"36003" "223007319X" "PM25-PRI" 0.16 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Minor Collector: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39077" "2267002030" "PM25-PRI" 0.000270581 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Trenchers" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Trenchers" NA NA "12/10/1999 0:00:00" "" ""
"22053" "2267003020" "PM25-PRI" 0.0380847 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Industrial Equipt /Forklifts" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Forklifts" NA NA "12/10/1999 0:00:00" "" ""
"29037" "2230075250" "PM25-PRI" 0.000926 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Other Freeways & Expressways: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"06085" "20100102" "PM25-PRI" 0.000967 "POINT" 2008 "Point" "Int Comb /Electric Gen /Distillate Oil (Diesel) /Reciprocating" "Fuel Comb - Electric Generation - Oil" "" "" "Internal Combustion Engines" "Electric Generation" "Distillate Oil (Diesel)" "Reciprocating" NA NA "" "" ""
"29129" "223007415T" "PM25-PRI" 0.0049674099 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48491" "220102013T" "PM25-PRI" 0.1 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"28007" "2104001000" "PM25-PRI" 0 "NONPOINT" 2008 "Nonpoint" "Stationary Fuel Comb /Residential /Anthracite Coal /Total: All Combustor Types" "Fuel Comb - Residential - Other" "" "" "Stationary Source Fuel Combustion" "Residential" "Anthracite Coal" "Total: All Combustor Types" NA NA "" "" ""
"12007" "2270002039" "PM25-PRI" 0.0017749 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Concrete/Industrial Saws" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Concrete/Industrial Saws" NA NA "" "" ""
"18009" "2104008610" "PM25-PRI" 12.1889 "NONPOINT" 2008 "Nonpoint" "Stationary Fuel Comb /Residential /Wood /Hydronic heater: outdoor" "Fuel Comb - Residential - Wood" "RWC_Hydronic" "B" "Stationary Source Fuel Combustion" "Residential" "Wood" "Hydronic heater: outdoor" NA NA "3/27/2008 0:00:00" "" ""
"39081" "2201080170" "PM25-PRI" 0.00596065 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Major Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Total" NA NA "" "" ""
"18183" "2230001210" "PM25-PRI" 0.00160829 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Local: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Total" NA NA "" "" ""
"04009" "2270003030" "PM25-PRI" 0.02 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"48033" "2260006005" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 2-Stroke /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Generator Sets" NA NA "" "12/10/1999 0:00:00" ""
"35017" "27000320" "PM25-PRI" 0 "POINT" 2002 "Point" "Off-highway Diesel Engines /Industrial Fork Lift" "Mobile - Non-Road Equipment - Diesel" "" "" "Internal Combustion Engines" "Off-highway Diesel Engines" "Industrial Equipment" "Industrial Fork Lift: Diesel" NA NA "" "7/25/2008 0:00:00" ""
"47141" "2201070310" "PM25-PRI" 0.00216115 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Collector: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Total" NA NA "" "2/13/2002 0:00:00" ""
"24039" "220100121B" "PM25-PRI" 0.11 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"30063" "220102017T" "PM25-PRI" 0.03 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Major Collector: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Major Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"47171" "220100131B" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"16007" "2103006000" "PM25-PRI" 0.01 "NONPOINT" 2005 "Nonpoint" "Stationary Fuel Comb /Commercial/Institutional /Natural Gas /Total: Boilers and IC Engines" "Fuel Comb - Comm/Institutional - Natural Gas" "" "" "Stationary Source Fuel Combustion" "Commercial/Institutional" "Natural Gas" "Total: Boilers and IC Engines" NA NA "" "" ""
"19093" "2810030000" "PM25-PRI" 0.08 "NONPOINT" 2002 "Nonpoint" "Structure Fires /Unspecified" "Miscellaneous Non-Industrial NEC" "" "" "Miscellaneous Area Sources" "Other Combustion" "Structure Fires" "Unspecified" NA NA "" "7/27/2008 0:00:00" ""
"04013" "2294000000" "PM25-PRI" 2776.91 "NONPOINT" 1999 "Nonpoint" "Paved Roads /All Paved Roads /Total: Fugitives" "Dust - Paved Road Dust" "Paved Roads" "A" "Mobile Sources" "Paved Roads" "All Paved Roads" "Total: Fugitives" NA NA "" "" ""
"29013" "220100121B" "PM25-PRI" 0.11 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"37037" "2265001050" "PM25-PRI" 0.0098334086 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 4-Stroke /Recreational Equipt /Golf Carts" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Golf Carts" NA NA "" "" ""
"09005" "2810030000" "PM25-PRI" 3.73 "NONPOINT" 2005 "Nonpoint" "Structure Fires /Unspecified" "Miscellaneous Non-Industrial NEC" "" "" "Miscellaneous Area Sources" "Other Combustion" "Structure Fires" "Unspecified" NA NA "" "7/27/2008 0:00:00" ""
"47057" "2230072190" "PM25-PRI" 0.00084377 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Minor Collector: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Collector: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"49043" "223007215T" "PM25-PRI" 0.000774740590713906 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19161" "2265003010" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /Aerial Lifts" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Aerial Lifts" NA NA "" "" ""
"48255" "2270002075" "PM25-PRI" 0.02 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Off-highway Tractors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Off-highway Tractors" NA NA "" "" ""
"47051" "2201020130" "PM25-PRI" 0.0707834 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Other Principal Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Other Principal Arterial: Total" NA NA "" "2/13/2002 0:00:00" ""
"01123" "2260004016" "PM25-PRI" 0.043669 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 2-Stroke /Lawn & Garden Equipt /Rotary Tillers < 6 HP (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"27157" "2201040150" "PM25-PRI" 0.0381955 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Minor Arterial: Total" NA NA "" "2/13/2002 0:00:00" ""
"17201" "220108017X" "PM25-PRI" 0.01 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Major Collector: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
